"22",3426,3197,1476,1741,3406,2199,2600,1801,7821,984,1575,3799,4951,845,1217,1090,4161,4957,1079,5162,9567,346027,5884,1316,5048,4239,3166,3312,3857,5027,2273,4653,3121,2112,2431,3860,2273,2383,5028,4080,3335,4032,5904,1832,2243,716,2066,3565,2611,7645,1397,1987,1537,12423,1172,1972,5900,2048,2760,2820,1454,552,13311,1821,13069,802,477,11662,1643,774,4479,91316,2590,4002,1483,2082,3857,1633,152461,5755,974,132641,3261,1288,5438,986,2634,3704,5058,6552,2111,2297,109098,1182,2256,4536,928,1574,7242
"23",2767,3007,1899,1739,2250,1402,2801,2189,11312,960,2237,5505,2699,954,1495,1238,4242,1934,2357,2859,9683,5884,419770,1247,4385,3748,3890,8779,4707,5023,2959,3103,2724,1942,3388,9938,1331,1446,5115,4648,5546,7568,6958,1371,1708,702,1951,3361,1875,5913,2018,3772,2236,5680,2574,4130,7383,1457,2877,8684,1275,655,4572,1627,6540,1086,416,5179,1093,941,152021,3104,8054,9377,907,2652,2769,1791,8931,10968,1254,3338,2715,1700,2160,779,4640,7473,4324,4748,3679,1851,4782,1621,1627,4230,1030,1268,10775
"24",5346,1606,1739,3378,6874,5573,845,2019,1750,4720,7183,1107,4413,4370,1938,1687,1192,15177,1303,26711,1396,1316,1247,358948,1145,761,1305,995,1417,852,1300,2668,2224,1221,1318,1168,3376,28453,1681,1413,1650,2704,1479,2594,2295,16727,1551,1449,5367,904,1396,1436,1868,877,1657,1855,929,1234,917,1542,4053,6797,955,2159,22881,958,744,1013,5329,1471,945,887,1107,894,3165,1203,6002,1738,1674,1037,2061,824,956,1057,18192,46712,2057,2558,1059,3251,998,3047,1126,1866,1298,2287,1120,2299,1238
"25",2411,2801,2245,1937,2421,1861,26437,2447,8076,1398,2760,6175,1818,1049,1912,1558,73106,1203,2071,1684,6567,5048,4385,1145,481612,10237,13721,5072,21244,12214,2750,3374,2015,3419,3112,3746,1586,1494,3740,4406,5197,9184,4669,1499,2709,736,2508,10295,1895,8744,2932,11582,1845,8293,2855,5690,7858,2602,3352,3120,1438,769,5142,2586,3101,1985,1008,5147,1662,1182,5159,3589,4153,5213,1187,2828,1892,2075,6279,7158,1703,4880,15437,2773,1636,791,7443,8857,4061,4784,10182,2765,5981,1814,3705,5473,2021,1355,6182
"26",2054,1251,1760,1670,1918,1222,2747,1610,23399,936,2060,33680,1329,737,1076,889,5915,988,753,1340,22924,4239,3748,761,10237,509603,4655,14183,4590,125295,1443,2177,1103,1019,1306,1917,948,1176,3977,5320,5796,3379,4531,1238,1531,482,934,4784,1550,18360,1152,2537,810,12503,970,3421,10580,1011,4344,4481,884,584,4934,1503,2965,626,431,7101,1217,669,3820,2852,3542,6444,736,1085,1409,1451,6259,7515,783,3315,4950,887,1565,511,3094,3383,5075,3015,2966,1751,4522,840,1180,2909,688,1095,11670
"27",1737,3238,2581,2019,2300,1341,15033,2826,5316,1246,2953,3934,1889,1141,2388,2293,13599,1169,2895,1433,4074,3166,3890,1305,13721,4655,358850,6097,23678,4105,3715,3448,2328,3002,4195,3642,1753,1241,3933,4585,5491,9309,3173,1758,2944,828,3374,92794,2674,3769,3632,14098,3079,4191,3928,5802,4017,2879,4683,3826,2031,882,5074,2958,2344,2279,1242,4669,1262,1859,3226,3550,3417,3848,1340,3878,1966,2567,4433,4498,2194,3557,17267,4146,1215,897,7405,8537,5907,4637,66715,4523,3322,2808,3021,6301,2769,1960,5097
"28",2031,2450,2795,1347,1352,853,5145,2089,84951,970,2285,64787,1283,1063,1571,1317,7467,828,2569,1533,98839,3312,8779,995,5072,14183,6097,432552,9553,20675,3004,1698,1818,1319,2746,2111,852,1079,2508,5201,7123,8260,3920,988,1425,793,1460,2926,1258,89047,2192,3953,2429,22649,2706,6563,33910,894,6024,7114,1103,872,9622,1424,2090,1429,704,15876,852,1179,3464,5264,5026,14440,789,2263,1111,2076,8871,27110,1155,12284,3342,1303,1002,782,5306,9141,6560,1826,6459,1430,3418,1404,1183,2406,1063,1043,28216
"29",2215,3362,2662,1990,2339,1765,15196,2958,8055,1383,3149,7126,2229,1323,2650,2222,21820,1293,2910,1596,5746,3857,4707,1417,21244,4590,23678,9553,339175,4939,3409,3510,2159,2839,4071,3440,2309,1428,3677,4853,5861,10533,3378,1701,3193,844,2798,18624,2798,4718,3501,19440,3233,4903,3801,6890,4637,2633,3951,3989,2038,899,5921,3249,2658,2128,1049,5316,1414,2021,3187,4388,3174,4494,1424,3246,2151,2670,5864,6316,2087,4697,13322,2903,1684,943,8605,10218,6173,4748,50863,3799,3807,2479,2578,6224,2571,1788,6175
"30",2651,1668,1808,1574,1962,1390,3856,1740,41243,886,2107,77309,1532,768,1100,859,7762,1295,928,1704,39571,5027,5023,852,12214,125295,4105,20675,4939,481503,1782,2393,1156,1362,1585,2163,910,1355,4223,4914,5838,4737,5593,1097,1900,559,1133,3825,1484,26220,1341,2328,844,14574,1103,4341,17896,1214,4429,5187,758,611,5283,1643,3733,682,377,6711,1232,613,4807,2741,4501,9443,737,1213,1414,2152,7709,11552,757,3360,3628,964,1948,599,3843,4894,4597,3137,2544,1388,5491,830,1560,2977,758,874,15879
"31",1943,4624,1952,2718,2189,1383,1551,2488,3426,1190,2689,1739,2762,1062,2103,1506,2615,1290,5195,1763,2943,2273,2959,1300,2750,1443,3715,3004,3409,1782,619411,3130,4073,4845,33647,9316,2068,1240,3203,3812,5771,6378,3245,1959,2559,779,2914,4577,1810,1981,6408,3285,2863,1948,3313,3775,1794,3198,3461,3757,1560,746,1788,2589,3308,2966,624,1741,1200,1047,2127,1597,2560,1832,1204,35524,2674,1812,3508,2710,1666,1526,3884,6140,1404,815,4619,6643,3771,5880,2595,2915,1996,2163,3093,7020,2280,1522,2574
"32",4733,4824,20919,3771,4857,3911,3218,21059,5224,2282,3510,2154,6261,1946,15645,26305,2945,5148,2140,5165,5167,4653,3103,2668,3374,2177,3448,1698,3510,2393,3130,412411,4438,3240,2722,3094,3815,3603,4733,4268,4322,6366,4036,3547,20831,1732,4113,3435,3518,3075,3169,2898,3180,3488,4503,2975,2594,3857,2002,2651,2891,1801,2187,20419,11941,1605,15158,2588,3278,10629,2591,2181,2455,2153,2847,2989,6339,20327,5984,2329,6706,2379,2390,2608,5247,1694,4261,5368,2607,12425,1828,5954,3675,4282,3823,8808,2545,5690,4016
"33",2723,10217,1947,4674,3064,2065,1249,2933,3819,1489,3535,2354,5466,1090,2452,1410,1836,2136,2341,2924,3326,3121,2724,2224,2015,1103,2328,1818,2159,1156,4073,4438,544600,2923,2229,2211,2870,1822,2626,2526,3116,4758,2957,2738,3135,2198,4233,2906,2217,1911,3602,1964,13849,1919,3866,2732,1433,5487,1539,2195,2424,813,1494,3046,6109,1533,745,1809,1670,947,1697,1687,1652,1201,2125,2748,5760,1828,4397,2241,1875,1514,3157,2244,2439,1079,3216,4544,1814,10996,1293,4249,2408,4558,5890,5210,3946,2181,2300
"34",2379,6503,1877,3530,2786,1810,1464,2504,2771,1263,3103,1269,2758,965,2230,1347,2592,1903,186536,2125,2709,2112,1942,1221,3419,1019,3002,1319,2839,1362,4845,3240,2923,544139,5504,3007,1810,1427,2473,3088,3728,6249,2374,1993,3282,686,2667,3913,1626,1826,3743,2542,3065,1762,2665,3505,1776,4900,2021,2190,1364,680,1447,2958,4114,193367,650,1412,1418,912,1879,1137,1753,1432,1250,4313,2468,2155,2846,1555,1378,1060,4410,2793,1880,804,5059,5580,2026,5780,2159,2687,1813,2022,4167,6159,2885,1372,2112
"35",2200,4789,2107,3036,2102,1294,1664,2344,3785,1207,3966,1865,2232,1109,1897,1427,3091,1326,6391,1949,3231,2431,3388,1318,3112,1306,4195,2746,4071,1585,33647,2722,2229,5504,890846,10491,1418,1382,2763,3589,6121,8383,3046,1801,2406,670,2865,4476,1710,2054,3885,3581,3130,2045,3607,4637,1882,3005,5180,3510,1458,691,2156,2113,3366,3369,403,2306,1184,999,2228,1637,2552,1735,1071,15578,2353,1936,3549,2544,1513,1502,3908,3749,1463,852,5732,8041,4511,4915,3217,2643,2194,1902,2833,5417,2023,1438,2525
"36",2105,2950,1811,2184,2238,1381,1622,1811,4320,1050,2654,2002,2770,927,1650,1238,2995,2225,2684,2336,4318,3860,9938,1168,3746,1917,3642,2111,3440,2163,9316,3094,2211,3007,10491,973970,1760,1316,6107,5148,6839,5889,5786,1923,2141,587,2061,4890,1975,2645,2344,3195,2131,2637,2633,3232,2773,2110,5671,5151,1485,722,2207,2168,4550,1632,735,2430,1256,940,10239,1938,4859,2925,1136,5037,2709,1708,4833,3298,1301,1743,3528,2712,1994,727,4375,6122,5833,4900,2207,2810,3105,1608,1908,5124,1340,1438,4164
"37",3405,1855,1827,7331,4650,4676,1162,2091,1650,3590,9003,977,5768,3268,2454,2024,1461,3045,1026,3442,1749,2273,1331,3376,1586,948,1753,852,2309,910,2068,3815,2870,1810,1418,1760,657152,3532,2501,2320,1935,2283,1975,4570,3528,2561,1812,2037,8888,1211,1751,1549,1637,1682,1352,1814,1126,1849,1316,1020,5116,2765,1385,3406,5147,930,1217,1281,4038,2159,1366,1283,1150,927,4112,1730,6343,1835,2707,885,2216,1414,1370,1524,4171,2455,2152,2078,1595,7394,1309,5340,1772,2656,1846,3255,1279,4538,1574
"38",6305,1978,1839,3393,7433,6536,1178,2092,2407,4406,6378,1511,5248,3594,1808,1281,1397,22646,1135,88039,2371,2383,1446,28453,1494,1176,1241,1079,1428,1355,1240,3603,1822,1427,1382,1316,3532,386187,2371,1767,1634,2934,2353,2480,2787,7976,1566,1393,5774,1662,1220,1227,1246,1642,1446,1797,1594,1736,842,1803,3254,4392,1097,2269,67656,776,604,1220,5407,1141,1376,1047,1294,1314,2892,1191,6282,2084,2676,1394,1463,1261,975,980,45699,35873,2150,2543,1103,4221,804,2516,1933,1449,1977,2610,1228,1984,2038
"39",2955,2566,2714,2027,3731,2576,2844,2961,4660,1338,2325,3529,3942,1205,2051,2309,3378,3036,1589,3392,4823,5028,5115,1681,3740,3977,3933,2508,3677,4223,3203,4733,2626,2473,2763,6107,2501,2371,266763,7858,6989,5927,45599,2170,3455,962,2406,3856,4633,3914,2023,3528,1441,4091,2292,3731,4162,2384,2668,40210,2299,944,2831,2875,6528,1195,657,2946,1858,1655,5443,2373,12028,3700,1867,2589,2767,2775,6025,3483,2037,2723,2542,2119,3555,987,4402,5485,3511,6043,1810,4951,4268,1774,2174,5547,1303,2155,5301
"40",2070,2698,2211,2065,2651,1719,2712,2851,6563,1258,2244,3952,2978,1124,2241,1738,4001,2332,2520,2491,4795,4080,4648,1413,4406,5320,4585,5201,4853,4914,3812,4268,2526,3088,3589,5148,2320,1767,7858,509825,40938,10942,6312,1795,3339,842,2605,4321,2525,4803,2783,4955,2404,5194,3700,6125,4107,2515,4341,9591,2063,933,3972,2943,4269,1674,649,4784,1577,1345,4250,2913,5801,4487,1531,3580,2633,2294,5359,7463,1906,2906,3047,2881,2139,1009,8023,9888,6374,5427,3129,3668,3871,2128,2368,7591,1792,1697,5130
"41",2302,3431,3021,2211,2484,1591,3645,3711,8197,1308,2643,4999,2489,1256,2563,1935,5172,1484,3984,2224,5775,3335,5546,1650,5197,5796,5491,7123,5861,5838,5771,4322,3116,3728,6121,6839,1935,1634,6989,40938,436179,17220,6146,1571,3284,1006,3147,4821,2224,5354,3943,7307,3616,6060,5316,9171,4075,2600,10581,10792,1894,948,4962,3058,3748,2136,722,5664,1424,1382,3953,2382,6344,4200,1278,5852,2442,2490,5694,7781,2066,2705,3438,3830,1658,1054,11488,15728,11371,5996,3534,3294,3526,2544,2627,9458,2034,1606,5856
"42",4781,8503,5488,2967,3355,2152,7454,7271,11485,1980,4632,5791,4334,1988,4537,2747,11033,2584,9524,4605,8144,4032,7568,2704,9184,3379,9309,8260,10533,4737,6378,6366,4758,6249,8383,5889,2283,2934,5927,10942,17220,362011,6716,1988,5619,1273,7819,8025,3064,5172,7293,14617,7340,5048,17412,115009,4177,3749,5934,13142,2755,1251,4515,5069,7209,3652,748,4555,1920,1823,4028,2067,6573,4210,1638,9359,3806,5296,7761,8829,3657,2322,4444,7200,2879,1796,164048,256190,6443,8566,5913,4002,4150,5125,4207,19865,4066,2140,6060
"43",3301,2891,2748,1701,2925,1968,3080,2870,6448,1204,2134,4129,3666,1161,1704,1643,4019,2727,1643,3850,6568,5904,6958,1479,4669,4531,3173,3920,3378,5593,3245,4036,2957,2374,3046,5786,1975,2353,45599,6312,6146,6716,341758,1677,2753,869,2297,3024,2804,5675,2094,2867,1488,4942,2114,4032,5038,1949,2212,95587,1615,854,3121,2244,7187,960,624,3474,1688,1121,6221,2432,30813,4095,1484,2588,2968,2639,7422,5434,1370,2828,2215,1810,3623,876,4405,6710,3040,5443,1613,2460,4885,1611,2285,4871,1128,1719,5940
"44",3195,2435,1695,28583,5427,3266,973,2069,1627,3535,5138,965,3984,3317,2308,2886,1342,2244,1576,2557,1455,1832,1371,2594,1499,1238,1758,988,1701,1097,1959,3547,2738,1993,1801,1923,4570,2480,2170,1795,1571,1988,1677,711338,2505,2233,1984,1861,3577,1306,1793,1513,2556,1387,1654,1469,1196,2367,1696,1301,3843,2854,1471,2624,3656,1442,1680,1394,3222,5422,1448,1394,1270,994,3434,1824,4541,1474,1938,1024,2517,1284,1413,1498,2341,1985,1813,1914,1859,6386,1268,6254,1457,2528,2792,2750,2287,7769,1278
"45",2941,3718,9507,3368,3364,3646,1829,85368,2438,2463,3237,1778,3777,2137,35475,7630,2761,3355,2788,3343,2134,2243,1708,2295,2709,1531,2944,1425,3193,1900,2559,20831,3135,3282,2406,2141,3528,2787,3455,3339,3284,5619,2753,2505,338657,1492,6149,2772,2687,1739,2872,2784,3652,1906,7103,3784,2116,3790,1662,2667,2535,1675,1631,124004,3847,1903,3356,1527,2994,4977,1870,1476,2027,2834,2580,2453,2725,12065,2416,1753,13023,1308,1990,2198,2571,1732,4614,4601,1889,5962,2012,5297,1976,5625,3208,5927,3245,3765,2610
"46",4921,1118,1386,3027,5147,4756,574,1678,845,5352,6195,966,2294,5082,1588,1630,706,7715,808,8479,718,716,702,16727,736,482,828,793,844,559,779,1732,2198,686,670,587,2561,7976,962,842,1006,1273,869,2233,1492,699587,786,802,2482,530,988,881,1890,488,1214,1297,556,779,542,925,2602,23381,524,1696,6592,673,2188,565,6642,1941,536,534,630,660,2081,790,3047,1263,791,595,1715,473,706,746,5591,15298,1107,1318,700,2490,806,2356,518,1323,1070,1612,838,2225,680
"47",2306,7332,3397,3463,2472,1720,1376,5505,2523,1287,3427,1164,2679,1247,4227,2143,2208,1479,2814,2075,2339,2066,1951,1551,2508,934,3374,1460,2798,1133,2914,4113,4233,2667,2865,2061,1812,1566,2406,2605,3147,7819,2297,1984,6149,786,787330,3991,1953,1704,4949,3099,4901,1730,9215,4192,1426,5689,1333,2531,2043,874,1294,5975,3389,1734,495,1480,1506,1110,1492,951,1891,1155,1454,4021,2554,3219,2667,1703,3215,1009,2939,3987,1704,956,6104,7167,1580,8120,1865,3970,1858,25382,4894,8273,4413,1751,1751
