"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99"
"1",0.0456399375165732,0.0103827128551082,0.0207950709434161,0.0569368218685984,0.0595780373147048,0.0624976562364101,0.0611184776086309,-0.0341639517394912,-0.0146716415648087,0.0635435715938595,-0.0266170672390844,-0.0182508364188649,-0.0449233439776906,0.0424642466835228,-0.0400866584201514,0.0279589803896729,0.0616060803384362,0.0112955268066064,0.0140027487782093,0.00634118647778825,-0.0145102007004394,0.0037462846332148,-0.0291975421419246,0.0245978672238825,0.059004284035884,-0.0250637272115579,0.0520724757718503,-0.0181337298096924,0.0512098093879318,-0.0210244051270201,0.00376823270304172,0.00841494860425218,0.038290153183917,0.0194801708568146,0.020768532201854,0.00162988816859277,0.00514877073305042,0.0197236798252267,-0.0435964757543341,-0.0616508391177311,-0.0629629456735077,-0.0630011782990296,-0.0356159232984705,0.0448566423202097,-0.0425916932757944,-0.0511681377872093,-0.0034055834812694,0.0515590178198173,0.0761833733014177,-0.00416606263645702,-0.00378682078239478,0.0229729041701883,0.014412399262334,0.000656540794598648,-0.0608261312416682,-0.063689499900784,-0.00812792086837044,0.0108142880301587,0.0277528125457747,-0.0473278466194809,-0.0525485511757333,-0.00653049025372932,0.00946153032811559,-0.0442547631988912,0.027641785522392,0.018815798577589,0.0548333922910014,0.00263701454151466,0.0445014029396353,-0.0403192339802452,-0.0214633603597707,0.0129436226947592,-0.0335314564762355,-0.020698753538801,-0.016080184383318,-0.0100770852279504,-0.0643526475357827,0.0316346236681757,0.00609836472244041,-0.0153024293108435,-0.056399507688635,0.00255819517653544,0.0531120078520755,-0.0289597582033081,0.0270613451272976,0.0242675335338012,-0.0634139587704259,-0.0624689225044648,0.0222047730268331,-0.0249627590129466,0.0520448720807751,-0.000343226050446344,-0.000290148302809268,-0.00545979749215508,0.0142734324253411,-0.0645202855950679,0.00979580062830099,-0.0251065023505728,-0.0194656416232664
"2",-0.0196956264943209,0.0248814630357357,0.0542935817626722,-0.000243044341530663,0.00173868605198946,0.0346728221388344,0.0706894484313825,-0.0170340546380339,-0.0302853312952078,0.0128559189063537,-0.0610786370314189,-0.0331985762889171,0.000136262466158943,-0.0197285844939414,-0.0264991684044227,0.0444912026123041,0.0687697026134018,-0.0279551135748064,0.0294538890910383,-0.0235768565567258,-0.0301238904308385,0.00862911389535714,-0.0489194195464484,-0.0165665902730816,0.0670345745873977,-0.0368204429423233,0.0565142235375582,-0.0330814696797446,0.0564249614028327,-0.0331905198725808,-0.00193506239064645,0.0287966392852068,0.0460374349901951,0.0329761145964738,0.022549886914272,-0.0207061684093337,0.0293533623355016,-0.0148537636400947,-0.0530637562735814,0.0297788262061678,0.00823565610217303,-0.0048598012398986,-0.058077948553287,-0.0139587370886791,-0.0283736949106639,-0.0171377136093454,-0.0164289507213509,0.0565333986758367,0.0794371606376107,-0.0140625430794041,-0.0050056462641761,0.055133611830974,0.027626452980491,-0.0121010290863639,-0.045326385406375,-0.00732659997757468,-0.0233508922633363,0.0260209092469217,0.0394414663762972,-0.0542358796958267,-0.0187090148367401,-0.0412270858777464,0.00836056081629577,-0.0326411230152894,-0.00127272988043714,0.0322086443288754,0.0629850792401019,-0.00756782276054402,-0.029127387830624,-0.0462298138874,-0.0455843636615652,0.0275799602769844,-0.0607715153227759,-0.0429794899302158,0.0279983984897614,-0.0200984455513962,-0.0384379412382874,0.0569479931708279,-0.0117570456690297,-0.0348545396034026,-0.0465292969330799,0.0103130976988908,0.0600903806306423,-0.0440145182328435,-0.00185317027553156,-0.0194456476557932,-0.00886733669577522,-0.00066486084492956,0.0389897485443087,0.0314482237243432,0.0566388833128317,0.0317249212597406,-0.00232993811583038,0.00372601125344563,0.0262481319875931,-0.0530243324451711,0.0238972095116243,-0.0182252850471878,-0.0366494111716924
"3",0.0140650011085977,0.0334600064346642,0.0331806858268773,0.0241216954784438,0.00603173451437122,0.0443688259229016,0.0466403025099584,-0.0632996936866319,-0.0176768707818136,0.0308351271326455,-0.0572235576344675,-0.0194867080429426,-0.0180967940893249,0.0120734552852584,-0.0668499220524659,0.00471199911719022,0.045165099549878,0.00914970608464172,0.0233952687951908,0.0138938588640314,-0.0175154299174443,0.00304148306394092,-0.041822399296179,0.0299875960833416,0.0483680565427425,-0.023512439462225,0.0620209797194065,-0.0193696014337701,0.0610308627812977,-0.0193427006428699,0.0165387229474869,-0.0270914097957053,0.0354465573306122,0.025442934878571,0.0277783235979139,0.00492285657827773,0.0103518342849886,0.0306850643578871,-0.0691332529985189,-0.0312937088313081,-0.0291494883294678,-0.0213253702416107,-0.0624331801539708,0.0100738881060103,-0.0686041404215274,-0.0559042047253873,0.0140525239764071,0.0515230988515225,0.0680765432887469,-0.00227450244576133,0.0179443420309462,0.0454529596925917,0.0244738285725581,-0.00351580519211447,-0.0734467351064669,-0.0249875604727401,-0.00933165123185997,0.0334795899005256,0.0278079014870989,-0.0702046136668919,-0.0329498641362491,-0.00558139524950452,0.00448537257777781,-0.0692631277766345,0.0253660781641916,0.0237580345724595,0.0465638000063993,-0.00345289606085997,0.0035796109663071,-0.0499191945606445,-0.0332418671417685,0.00527004330852243,-0.0569644104367595,-0.0296765435427027,0.00458121976543557,0.00852439759963408,-0.0448652351768724,0.0366056659473517,-0.00461055159342649,-0.020045622439544,-0.0355415754759814,0.00549888123894604,0.0594075560942811,-0.0161846231531291,0.0247856377690971,0.0289011447712304,-0.0277603177039389,-0.0142200535224699,0.0252401842297143,0.0174936001546864,0.0617923716908479,0.0178508186073221,-0.00353333251518606,0.0196122311321023,0.0331194986084404,-0.0670918597614141,0.0330214779274223,-0.0223570277750764,-0.0248991011542574
"4",0.0450393336334733,0.0235300735887978,0.038578921622697,0.0573237997364475,0.0481899116387248,0.0583584824272534,0.0599538439216794,-0.0211044364090029,-0.0236492350480013,0.0594782651528045,-0.0298235332941235,-0.0236911506017519,-0.00222717571559539,0.0490310302207502,-0.0279909577598181,0.0303142505941603,0.0596350404010333,0.0222755334820359,0.0164597747268131,0.0288388104826889,-0.023487794183632,-0.000604164745604763,-0.0439235826329285,0.0410576550497885,0.0602799924218749,-0.0257123167794409,0.0492897697065149,-0.0235740439925793,0.0469692175796519,-0.0229416267434011,0.0105854637672351,0.0134628088744173,0.0314960408035234,0.01963471610576,0.0162130593822725,-0.00223548048530464,0.0131775090345929,0.0371585753131338,-0.0643144110598306,-0.0744059087591711,-0.0744183726418828,-0.0670306020337055,-0.0566197069281578,0.0569996854412,-0.0305521860420446,-0.0487953642275736,-0.0203238045052898,0.0445105200103493,0.0696923819198201,-0.00952137347054816,0.00209729037330142,0.0379551014057951,0.0212250722641776,-0.00997291677551226,-0.0751684638288417,-0.0670985125652983,-0.0171803031213837,0.0228563929644134,0.0220633249515103,-0.0666888157056866,-0.0279275351508397,0.0255401632133387,0.00266163291581423,-0.0304284536814188,0.0232562744604805,0.0178292817232082,0.0457264165206048,-0.00730002277104136,0.0319302176580738,-0.0085801484607142,-0.0375690399232487,0.0114442052619141,-0.0553740379645893,-0.0365094785756779,0.0168172113305816,-0.00957886364637339,-0.0525147176166665,0.0421547016493133,-0.00684189056726403,-0.0271567349025599,-0.0692676263830556,0.00208035525159112,0.0601701795461498,-0.0395119670361637,0.0226758340653861,0.03152350338069,-0.068350118995665,-0.0652844314897552,0.0208092789204133,0.01373770359959,0.0514891844366403,0.0153767230012734,-0.00580275832368971,-0.0240954393135677,0.0251427801112354,-0.0730270615355888,0.0212471327074115,-0.0662963969381747,-0.0308714654204452
"5",0.058968940509371,0.0204392912540876,0.0358900971345255,0.0564978797534383,0.0590792822470552,0.0627811860751488,0.0585363065082651,0.00118566696465239,-0.0383716073641831,0.0644004616402869,-0.0107592657394711,-0.0381482349813926,-0.0013494994360066,0.0584131819942999,-0.00334223279631773,0.0315606302244849,0.0585722411187608,0.0550090629533568,0.0225217663422836,0.0518743355611804,-0.0382101664998138,-0.0268390297367733,-0.0499529591958234,0.0572652109334797,0.0571311974250492,-0.0380145499013631,0.050927433812094,-0.0380311283722201,0.0508487318213682,-0.0347655690706796,0.0161766444189415,0.0261385555757099,0.0305119597157644,0.0238898041987743,0.0245608627599876,-0.00630071859594494,0.00418333612292843,0.054553253790083,-0.0707103578825095,-0.0610992493417144,-0.0675854535627791,-0.0668409167722559,-0.0664025698560411,0.0513278276881679,-0.00924545427934254,-0.00965237529491514,-0.0410884385655415,0.0511933937137501,0.075111083898431,-0.0281080434154277,0.00293974955989418,0.0414802115882766,0.016137532648592,-0.026188610339013,-0.061874216036113,-0.0676902411208813,-0.0367815694235722,0.0182945044671654,0.0250235745002638,-0.0706832381102078,-0.0365417618881789,0.0526873889113784,-0.0186806262794574,-0.00871715353759539,0.0428676267540342,0.0225468444699359,0.0474949740318666,-0.0282246535516211,0.0581317229793852,-0.0361846976229616,-0.0451654234417704,-0.0101891118274655,-0.0613713662472422,-0.0521431697740238,0.0133026081195409,-0.0041638429312929,-0.0526986508198628,0.0414200023231786,-0.0337086504390047,-0.0448623174756628,-0.0569504136933348,-0.0233500865543688,0.0526980557969963,-0.0469614737151001,0.0422871863589398,0.0720557093476839,-0.0689779902118794,-0.064128683110475,0.0176239879253659,0.0115387681333661,0.0506593127129991,0.0191545507471944,-0.0246872466064487,-0.0578565050992137,0.0205175715643762,-0.0731479594105284,0.0171963695185959,-0.0515550540954677,-0.0473053445916971
"6",0.0397578196744837,-0.0529682552082771,0.0445849489657695,0.0506361358263963,0.03672950492922,0.0515118061460442,0.0681175112243899,0.0326303153338423,-0.0542411190932848,0.0488628047171837,0.0265538022444494,-0.0585288541809108,0.129814474405397,0.0462065401586407,0.0303357229777212,0.0379463745362418,0.0737423523629812,0.098459756118686,-0.0517725143163275,0.032298491473258,-0.0450216809260935,0.0725935933811743,-0.0683955917662464,0.0577622196106939,0.0681166921196183,-0.0591799513824687,0.065633808876405,-0.063804749357824,0.057357116061354,-0.0405063686644884,-0.0536489001423504,0.0374489287493764,-0.02358063453782,-0.0460040316569819,-0.0343499721505642,-0.0694178094392224,-0.056116807881768,0.0835469911860525,-0.054397881738435,-0.0328954004727136,-0.0472442727593156,-0.0128010201748241,-0.0463077017154752,0.0473420340946089,0.0289008892958726,-0.0524202045260451,-0.0598107202888065,0.0516263615564898,0.0652260337889894,0.357555709346692,-0.0702666295100749,0.049522639381026,-0.0434768562155909,-0.0687901011301695,0.0214915278669738,-0.0325670132915183,-0.0525443955170166,-0.0595973524806683,-0.0282973463708567,-0.0624087260015638,-0.0182219348054349,0.0313217949704687,-0.0653345416271272,0.0267568468387993,0.0850481893691852,-0.0440651161874701,0.0538161633654255,-0.0695444003837973,0.0241915028986304,-0.000614255144237408,-0.0426026290977686,-0.055227594569828,-0.0787653656641996,-0.0776621428801354,0.174345588369059,-0.0504373108537908,-0.0637553345344819,0.0831349919163746,0.0695214052499331,-0.0788718818086407,-0.0300774517936215,-0.0546074598423609,0.0819607297315268,-0.0640996097093431,0.0554147370927636,0.0247508173987443,-0.0238552230577769,-0.0267880664859743,-0.0341454166280579,-0.0355886096569376,0.06100227514409,-0.0430372661750229,0.107317953147714,-0.0584170677673712,-0.0495688450730012,-0.0193491829789765,-0.0626645888810144,-0.0726117867607452,-0.0696199566382645
"7",-0.0300645416502285,-0.0919101999926015,-0.00193886310685709,-0.0185950946901023,-0.00123903813857762,0.0175861221095208,0.0323058976458106,0.00580163800147826,0.0532711285497163,0.01510285580241,-0.0246936788643333,0.107121706985226,0.371906756124915,-0.0165591167791992,-0.00934655416977304,0.0021279390533846,0.0976766710683457,0.0159043708815592,-0.0963501088875152,0.0135724155773334,0.261210106529222,0.0324999000878097,-0.03807254572073,0.0816213577952891,0.0242029112863555,0.0605115529188014,0.0156835854920998,0.0454854331960246,0.0144112577684798,0.179378270184442,-0.0786916701010183,0.00694549334284744,-0.0276318935921052,-0.0463457003009839,-0.0560349644639153,-0.104156485764083,-0.0700211240772859,0.0714683870002237,-0.0151507889163462,0.0418289417144901,0.00476204162049765,0.0504386325482624,-0.0625668514509159,-0.0096056618238447,0.0178749759263122,-0.102604256524463,-0.128365607118334,0.00998676254649578,-0.00148850463766337,0.0193465186641066,-0.109071545028572,0.0211860705249562,-0.0877591410626941,-0.00121864843462838,-0.0298937549405918,-0.00707070819807587,-0.00511108829661211,-0.13357722972674,-0.0812646134548789,-0.00279389312869016,0.0375946188125922,-0.0350631071359113,-0.082626070447811,-0.015883559171427,0.0660899296057775,-0.105793727617734,-0.0195188143687202,-0.060981520031639,-0.0412912062676885,-0.0180257041331244,0.0201714234677799,0.00691040018291833,-0.0475818881467136,-0.0114625432417994,0.429330659860478,-0.0832870305874525,-0.0976341096476943,-0.0207095598068081,0.109202406183434,-0.0444888901230112,-0.038303672008682,0.0409316624428011,0.0148491691484103,-0.0419416619548323,0.137517859023638,0.043350088732538,0.0950584920154904,0.0447176433689869,-0.077717425213113,0.0552371783032037,0.00595019689714915,-0.0931945113630421,0.0688081567034444,-0.135215742681192,-0.10564709096834,0.0557406118953789,-0.141096551588428,-0.0450567238914905,-0.0709652141516606
"8",-0.255007145626617,0.142719198380338,-0.284829065988667,-0.281691377183515,-0.189180741955049,-0.22110939163062,0.0267754710257024,-0.148240887201745,1.44982229373413,-0.349219968050287,-0.234535793742528,1.40144748363436,0.0336736519524319,-0.348859824903312,-0.264086121296248,-0.244412030095538,0.0150033675023107,-0.0420177917520432,0.519418263897345,-0.286214006267491,1.36928050307156,0.233123271294504,-0.165236641988505,-0.301028672013815,-0.117483408014455,1.03846295644112,-0.149427288776242,1.2577954589753,-0.209581105170471,1.50800304152597,-0.339793855161168,-0.133360577952844,-0.208971989140486,0.439407100598022,-0.0480017696367334,-0.318840294859512,-0.254573082746018,-0.293015147830975,-0.342083376053581,-0.251689324800697,-0.0363711807972837,-0.0499049675005883,-0.0571534457903917,-0.310210450271678,-0.24044914155868,-0.388000207273258,-0.279171391684828,-0.130166599148827,-0.177495367367817,1.58748600406509,-0.11434215845603,-0.142569359762748,0.294816135829699,0.263177137374567,-0.0139124574061957,-0.2658811832868,0.758823940530806,-0.0471084875827024,-0.144400534524764,-0.23315778471777,-0.150767304199046,-0.398972752899967,-0.16451470128393,-0.196929243607215,0.0208307933648069,0.246536786414818,-0.355815509356591,-0.324581116039884,-0.325468232263944,-0.348846397007859,-0.0601456188917546,0.134557597372039,-0.274937017712395,0.174944211470675,0.212022396276188,-0.321069481369728,-0.353785102934467,-0.233048871853949,0.630340632564813,0.302393861989694,-0.252619237906842,0.418644242663024,-0.21273100808275,-0.304305751626855,-0.201213525855958,-0.26473222271497,-0.176352388911337,-0.154311211952781,-0.0182619122867096,-0.0141257530574892,-0.255153322234433,-0.112031316548205,0.316165919676155,-0.41958638165293,-0.0102386572113824,0.360676838361935,-0.292521194282639,-0.291058438225188,0.244560508952893
"9",-0.201617833201015,0.150476170782674,-0.18396664425649,-0.22038769713129,-0.352184542985286,-0.208289868361345,0.222646346470821,-0.188880559392961,0.315245658924483,-0.18729610531148,-0.157525854693608,0.654661889931343,-0.184830879546575,-0.294142253280154,-0.443119744460245,-0.429170543230957,0.0901953684506211,0.24002700854817,0.631695719399278,-0.0179791755833756,0.160179298555242,0.059635954536385,0.438573632725625,0.0440508301743954,-0.0821801791664341,0.740260955895832,-0.243050122327872,0.851390748588827,-0.0374719232851872,0.424340021130491,-0.0420478270281919,-0.282548739021203,-0.446612255006435,0.258101703213218,-0.132247205601869,-0.0478460511275443,-0.139634370394872,0.0749652108012744,-0.152647102477815,-0.298730886900415,0.000229866651522359,0.00444612686350232,-0.171763259985796,-0.11261706295081,-0.277034353247265,-0.423950110966674,0.258479144302086,-0.35829204284251,-0.420788137662252,0.904830766419358,0.555019422264735,-0.307780109300998,-0.0442985487672841,0.631780061231073,0.158322820022936,-0.178542689944271,0.621053779181309,-0.243202379745163,0.270513203132243,0.036030111628603,-0.185477261245,-0.415482008402497,-0.0339167558191447,-0.0813474749945615,0.338481306313069,0.189315968034007,-0.485908983308363,0.187791161635501,-0.0456926449768098,-0.400413597128317,0.17746719618001,0.0281071636340875,-0.143273342045001,0.618289083826073,-0.300285283341299,-0.307628871703527,-0.377202261352416,-0.189235434857449,0.208369938968231,0.791338308278282,-0.198330406099825,0.204208107701749,-0.146021215378111,-0.233195734034527,0.448892724493612,-0.0331365773199104,-0.0969632464589831,0.137067757869077,-0.249442453014429,-0.00594620333110685,-0.461542135873096,-0.125338067187479,0.0267708877044025,-0.393649772004599,0.00875497568632277,-0.231971232071096,0.0305383263679004,-0.356489317546754,0.818022612161474
"10",0.254898372245689,0.0362015621079854,-0.087337781131561,-0.178138394496566,0.0756740534016598,-0.299352705513627,0.567525360609892,-0.0883732941047761,0.48417023477909,0.0418305933680312,0.198794283891642,0.329239090915195,-0.436207718631823,-0.155225708129461,0.0640572693612205,-0.106817038821631,0.0480610558459276,-0.773860810929065,0.419269778703642,-0.520481838829403,0.0721693076504207,0.11991345099247,0.520429046448826,-0.643901760637202,0.23004258599532,0.464505316723302,-0.0319088694659078,0.382310665335122,0.109251942627814,0.349210702202146,-0.168677901628737,-0.0305222375058904,-0.55148681424757,0.247277546449333,-0.312957927460131,-0.242528788591559,-0.134150320856823,-0.453095975883121,-0.197926655904151,-0.220616981297256,-0.138651920989374,0.0771966123180664,-0.0130650626538382,-0.166117650716641,-0.208616396991667,-0.43160308878756,0.192906477989322,0.169822406174958,-0.00320380268250231,-0.342151020002345,0.138735802129292,0.225777182145947,-0.160366595153887,0.178541754493057,-0.163650384497139,0.0292743300793747,0.545832264788669,-0.0433278287917757,0.042589913224944,0.287409216596368,-0.0612164028242761,0.0835318810317516,0.0713588837788616,-0.365472565575081,-0.807147160161634,0.51482819296028,-0.228598712858139,0.52252662693946,-0.558177144882734,-0.214243232084608,0.0403105207088863,0.0690613303431669,0.324170505705333,0.530801017679669,-0.0113228751436878,0.1620301966218,-0.203354950096246,-0.134120617034977,0.287759700844318,0.637375147198814,-0.232922760892331,0.067119767520867,0.169820708088702,0.0818492718906021,-0.500458485603411,-0.541225704734347,-0.134259225934204,-0.217302106615591,0.0497814821518493,-0.125898946722205,0.0806079056169524,-0.254622032724303,0.148261682823739,-0.238859764795488,0.0377233028086014,0.261980787117983,0.281310108222355,-0.0602265529582644,0.868625317325841
