cik,list_broad_quantity_E,list_commodity_E,list_competition_E,list_consumer_E,list_elections_P,list_exchange_rate_E,list_financial_crisis_E,list_govt_enterprises_P,list_govt_spending_P,list_healthcare_E,list_inflation_E,list_interest_rates_E,list_invest_sentiment_E,list_ip_E,list_labor_disputes_E,list_labor_markets_E,list_litigation_E,list_monetary_P,list_other_financial_E,list_policy_agri_P,list_policy_food_P,list_policy_trade_P,list_real_estate_E,list_reg_energy_p,list_reg_finance_P,list_reg_generic_P,list_reg_housing_P,list_reg_immigration_P,list_reg_ip_P,list_reg_labor_P,list_reg_lawsuit_P,list_reg_other_P,list_security_P,list_taxes_P,list_trade_E,list_transport_P,list_welfare_P,sentences
25598,0,14,0,7,0,0,3,1,0,0,0,70,0,0,0,16,54,0,10,0,0,0,128,0,169,246,0,0,0,0,0,0,9,33,0,0,0,1722.0
25743,0,20,6,4,0,0,0,0,3,354,2,0,0,247,0,20,79,0,0,0,273,0,0,0,9,386,0,0,4,0,2,0,4,32,0,0,73,2313.0
25895,5,35,5,0,0,0,0,0,0,0,0,0,0,35,5,0,12,0,0,0,0,0,0,0,5,45,0,0,0,0,2,5,0,53,0,0,0,560.0
26058,10,26,0,0,0,15,0,0,3,0,10,10,0,56,0,4,21,0,0,0,0,1,0,7,25,58,0,0,0,0,0,0,5,47,0,0,0,1029.0
26076,0,38,12,0,0,19,0,0,20,4,8,3,3,55,4,8,50,0,1,0,0,4,0,0,9,137,0,0,4,4,0,4,24,43,0,0,0,1916.0
26172,6,25,0,0,5,37,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,8,0,10,0,86,0,0,0,0,0,0,5,53,0,0,0,1022.0
26324,2,2,4,0,0,10,0,0,0,0,5,5,0,45,7,30,10,0,0,0,0,26,0,0,0,104,0,0,5,0,0,0,23,42,0,20,0,1237.0
26780,0,39,0,5,3,5,0,0,0,0,0,15,0,40,0,25,0,0,0,0,0,18,0,9,0,58,0,0,0,0,0,0,8,51,0,5,0,772.0
27093,0,52,0,0,0,6,0,0,0,0,83,4,0,33,2,14,27,4,0,2,0,4,0,26,14,100,0,0,0,3,2,0,2,20,0,0,0,1110.0
27419,0,27,1,15,0,4,0,0,0,1,0,5,0,7,10,42,27,0,5,0,0,11,0,0,4,32,0,0,0,10,0,0,0,27,0,0,1,701.0
27430,13,106,1,0,0,0,0,0,0,0,0,39,4,0,8,30,36,0,0,0,0,0,6,24,41,241,0,0,0,1,0,0,14,30,0,0,0,1724.0
27673,0,0,0,3,0,9,0,0,3,0,0,12,3,0,0,3,0,1,0,0,0,9,6,0,5,44,0,0,0,0,0,0,0,19,0,0,0,375.0
27904,0,35,9,0,6,8,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,10,0,81,0,0,0,0,0,0,10,25,0,5,0,979.0
27996,1,23,0,10,0,0,0,0,0,1,3,9,10,49,5,24,45,14,0,0,0,0,14,1,14,98,0,0,5,4,3,0,5,31,0,0,0,1673.0
28385,0,32,0,0,0,0,0,0,0,0,0,20,0,0,5,5,5,0,0,0,0,0,0,17,0,139,0,0,0,0,0,0,20,17,0,0,0,747.0
28412,9,26,0,15,0,0,0,0,7,0,5,48,0,1,0,10,23,6,0,0,0,7,18,0,42,193,0,0,0,0,0,0,4,23,0,0,0,1201.0
28823,2,23,1,0,1,3,0,0,2,2,2,2,0,13,2,6,6,0,0,0,0,6,0,0,12,36,0,0,0,0,0,0,0,34,0,0,1,637.0
28917,0,8,0,25,0,2,0,0,0,22,0,5,0,6,5,36,36,0,10,0,0,16,15,0,0,26,0,0,0,6,0,0,23,7,0,0,0,769.0
29002,0,35,0,0,4,33,0,0,0,0,12,45,0,37,15,25,79,0,0,0,0,31,0,7,12,149,0,0,0,0,0,0,5,173,0,0,0,2707.0
29332,0,20,0,5,0,0,0,0,5,0,0,5,0,0,0,0,12,0,0,0,0,1,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,524.0
29504,0,5,0,0,0,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,11,0,7,2,1,0,0,0,0,0,1,2,0,0,0,192.0
29534,0,17,0,5,0,6,0,0,5,21,10,10,0,2,6,61,70,0,0,0,0,12,9,0,5,77,0,0,0,15,0,0,10,18,0,0,3,969.0
29644,0,15,0,0,5,6,0,0,0,0,2,2,0,24,0,1,15,0,0,0,0,5,0,0,1,51,0,0,0,0,0,0,2,26,0,0,0,475.0
29669,1,6,0,0,0,9,0,0,0,1,12,9,0,1,1,16,1,1,0,0,0,3,3,3,0,49,0,0,0,0,0,0,4,39,0,0,0,528.0
29834,0,69,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,5,28,1,0,0,0,0,0,0,10,0,0,0,393.0
29905,0,64,0,0,1,18,0,0,0,0,0,0,0,28,11,14,23,0,0,0,0,12,0,0,6,41,0,0,0,0,0,3,0,45,0,0,0,628.0
29915,0,14,0,0,0,2,0,0,0,0,0,2,0,4,0,4,12,0,0,0,0,4,2,0,1,30,0,0,0,0,0,0,4,6,0,0,0,183.0
29952,0,4,0,0,0,6,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,8,12,0,0,0,0,0,0,0,2,0,0,0,344.0
29989,0,1,0,0,2,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,10,59,0,0,0,0,0,0,0,6,0,0,0,398.0
30305,0,3,0,0,0,0,0,0,5,0,0,13,0,0,6,3,10,0,0,0,0,4,3,0,21,85,0,0,0,0,0,0,15,24,0,0,0,894.0
30554,0,24,8,0,0,11,0,0,0,0,0,6,3,42,0,0,21,0,0,0,0,4,0,0,1,102,0,0,0,4,0,0,0,16,0,0,0,662.0
30625,4,42,0,0,8,15,0,0,0,0,3,0,0,37,8,26,27,0,0,0,0,14,0,0,5,75,0,0,0,0,0,0,18,32,0,0,0,916.0
30697,0,45,0,20,0,0,0,0,0,3,0,9,0,45,0,33,36,0,0,0,0,0,25,0,0,64,0,0,0,22,0,0,4,24,0,0,0,1469.0
30831,0,17,0,0,14,10,0,0,12,4,4,0,0,10,0,12,0,0,0,0,0,11,0,0,22,92,0,0,0,0,0,0,8,33,0,4,0,957.0
31107,0,7,0,0,0,8,0,0,0,0,5,5,0,12,5,10,27,0,0,0,0,18,0,2,15,29,0,0,0,0,0,0,5,40,0,0,0,535.0
31235,4,13,0,0,0,23,0,0,0,4,5,19,0,73,0,20,18,0,0,0,0,0,0,4,12,45,0,0,0,2,0,0,4,19,0,0,0,1351.0
31347,0,10,3,0,1,5,3,0,0,0,6,0,0,74,0,2,17,0,0,0,0,6,0,3,4,94,0,0,0,0,0,0,9,18,0,0,0,1287.0
31462,0,49,4,0,4,5,0,0,4,4,0,12,0,7,0,19,47,0,0,0,0,8,0,4,3,51,0,0,0,0,0,0,12,48,0,0,0,659.0
31791,3,10,3,0,9,13,0,0,0,21,9,6,0,42,0,0,5,0,0,0,6,3,0,0,3,67,0,0,0,0,0,0,0,15,0,0,0,667.0
31978,0,7,0,1,0,0,0,0,0,1,4,4,0,0,0,0,3,0,0,0,0,1,0,24,2,60,0,0,0,0,1,0,0,8,0,0,0,324.0
32166,3,7,0,0,0,6,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,4,2,0,0,0,412.0
32567,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,1,0,0,0,126.0
32604,10,13,0,4,0,5,0,0,0,0,0,0,0,35,0,0,18,0,0,0,0,5,0,0,5,45,0,0,0,0,0,0,5,25,0,0,0,425.0
32621,5,14,0,7,0,0,0,0,0,0,5,0,0,80,15,0,30,0,0,0,0,34,0,0,4,20,0,0,0,0,0,0,20,44,0,0,0,1228.0
32689,2,40,1,0,0,0,0,0,2,0,0,0,0,0,0,11,5,0,0,0,0,2,2,7,0,42,0,0,0,0,0,1,2,4,0,0,0,351.0
33002,5,21,0,4,0,0,0,0,0,9,5,12,0,0,5,18,2,0,0,0,0,40,0,0,0,30,0,0,0,0,0,0,0,18,0,0,0,757.0
33185,4,8,1,8,6,20,0,0,0,2,6,21,0,73,0,36,28,1,13,0,0,0,14,0,27,121,0,0,0,0,0,0,7,24,0,0,0,929.0
33213,0,348,10,0,0,0,0,0,3,0,10,11,0,0,0,6,21,0,0,0,0,1,0,39,29,176,0,0,0,0,2,0,0,57,0,0,0,1108.0
33488,4,0,0,10,2,24,0,0,0,0,8,4,0,34,6,14,24,0,0,0,0,22,0,0,8,49,0,0,0,0,0,4,8,38,0,0,0,818.0
33619,15,10,3,0,2,2,0,0,0,0,0,6,0,15,6,15,10,0,0,0,0,5,0,0,2,67,0,0,3,3,0,0,24,23,0,15,0,785.0
33769,0,28,1,21,0,0,0,0,0,13,5,5,0,20,0,32,33,0,2,1,1,0,2,0,10,59,0,2,1,27,1,0,6,10,0,0,1,894.0
33992,0,0,0,0,0,0,0,0,0,0,4,6,0,2,0,3,1,1,0,0,0,0,0,0,2,24,0,0,0,0,0,0,1,0,0,0,0,202.0
34067,7,176,0,0,0,18,0,0,0,0,3,1,0,33,8,7,19,0,0,0,0,13,0,5,7,195,0,0,0,5,0,0,7,36,0,5,0,1428.0
34088,7,67,0,0,0,8,0,0,7,0,4,4,0,0,0,0,9,0,0,0,0,0,0,8,0,30,0,0,0,0,0,0,8,12,0,0,0,383.0
34115,0,29,4,16,4,35,0,0,0,6,4,14,0,8,8,35,21,0,0,0,0,12,15,0,0,61,0,0,0,4,0,4,12,52,0,0,0,1363.0
34285,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,20,0,0,0,369.0
34563,0,45,2,0,0,0,0,0,0,8,1,24,0,22,20,16,49,0,0,0,2,3,0,0,8,72,0,0,0,11,0,0,9,24,0,0,0,1548.0
34782,0,0,0,0,0,0,0,0,0,0,5,70,0,0,0,10,5,15,10,0,0,0,25,0,14,70,0,0,0,0,0,0,0,21,0,0,3,820.0
34903,0,10,0,0,0,0,0,0,0,0,5,45,0,0,0,0,10,0,5,0,0,0,103,0,8,67,0,0,0,0,0,0,10,105,0,0,0,1552.0
34956,0,3,0,0,0,0,0,0,0,91,0,0,0,170,0,1,78,0,0,0,66,0,0,0,0,166,0,0,8,0,0,0,1,1,0,0,12,1171.0
35214,0,12,0,3,0,0,0,0,3,3,0,18,0,25,6,8,19,0,0,0,0,7,0,0,3,55,0,0,0,0,0,0,3,47,0,0,0,677.0
35527,1,8,4,0,0,0,7,0,0,0,0,13,0,0,0,5,12,3,9,0,0,0,12,0,32,65,0,0,0,0,0,0,1,1,0,0,0,400.0
36029,4,27,0,0,0,0,4,5,2,4,8,68,0,32,0,10,28,26,20,0,0,0,72,0,47,135,4,0,0,0,0,0,0,16,0,0,0,1176.0
36047,0,12,0,0,0,0,0,0,0,0,5,11,0,38,0,0,28,0,0,0,0,0,26,0,22,143,0,0,5,0,0,0,0,75,0,0,1,1034.0
36146,25,30,0,5,1,0,3,9,0,0,5,145,0,0,0,10,20,21,24,0,0,0,64,0,75,124,0,0,0,0,0,0,0,10,0,0,0,1292.0
36270,5,16,0,0,0,0,1,5,0,0,0,57,0,0,0,17,21,78,1,0,0,1,36,0,99,175,0,0,0,0,0,0,10,37,0,0,0,1198.0
36377,14,12,2,0,0,0,1,10,5,0,4,73,2,7,0,16,32,42,22,0,0,0,49,0,70,174,0,0,0,5,0,0,13,47,0,0,0,1321.0
36506,1,1,0,2,0,0,1,0,0,0,1,21,0,0,0,1,3,3,2,0,0,0,6,0,3,26,0,0,0,0,0,0,1,9,0,0,0,179.0
36840,10,0,0,5,1,0,0,0,0,2,10,15,0,0,0,5,0,0,1,0,0,0,70,0,0,24,0,0,0,0,0,0,4,25,0,0,0,525.0
36966,9,44,0,1,0,8,1,3,8,3,15,112,0,8,0,20,54,50,20,0,0,0,162,0,42,199,0,0,0,0,1,0,4,42,0,0,0,2241.0
37008,4,6,0,0,0,0,0,0,0,0,2,18,0,0,0,0,1,0,1,0,0,0,26,0,5,11,0,0,0,0,0,0,4,30,0,0,0,497.0
37472,0,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,30,0,0,0,0,0,0,0,4,0,0,0,331.0
37634,0,130,0,0,0,0,2,0,0,0,0,15,0,0,10,11,26,0,0,0,0,10,5,20,24,218,0,0,0,0,2,0,5,60,0,0,0,1557.0
37785,6,2,0,0,0,3,0,0,0,4,5,0,0,4,0,0,6,0,0,0,4,2,0,2,0,23,0,0,0,0,0,0,3,5,0,0,0,237.0
37808,0,7,0,0,0,3,0,2,0,0,0,64,0,0,0,13,14,2,23,0,0,0,27,0,104,152,1,0,0,0,0,2,0,28,0,0,0,1302.0
37996,9,15,0,2,7,20,16,0,0,0,0,35,0,5,9,20,36,2,0,0,0,11,0,5,27,96,0,0,0,8,3,0,7,27,0,0,0,842.0
38009,9,15,0,2,9,20,16,0,0,0,0,30,0,5,9,20,36,4,0,0,0,11,0,5,27,96,0,0,0,12,3,0,7,26,0,5,0,815.0
38067,8,5,0,2,0,1,1,0,0,0,2,12,0,0,2,1,5,1,2,0,0,1,39,0,6,15,0,0,0,0,0,0,4,34,0,0,2,510.0
38079,0,122,3,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,14,14,49,1,0,0,0,0,0,2,16,0,0,0,525.0
38264,0,6,0,0,1,4,0,0,0,7,0,0,0,10,4,3,8,0,0,0,0,21,0,0,9,6,0,0,0,0,0,0,5,5,0,0,0,616.0
38723,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,16,15,0,0,0,0,0,0,0,12,34,0,0,0,0,0,0,0,0,0,0,0,288.0
38725,3,9,0,0,0,9,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,3,9,0,0,26,0,0,0,0,0,0,0,31,0,0,0,333.0
38777,5,16,14,0,8,20,5,0,0,0,5,30,0,0,0,5,31,4,5,0,0,5,5,0,76,286,0,0,0,4,0,0,21,48,0,0,0,1264.0
38984,20,232,0,4,4,8,0,0,0,0,4,12,0,8,4,11,36,0,10,0,0,13,17,6,14,117,0,0,0,6,0,0,0,99,0,0,0,1823.0
39020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
39047,1,4,0,3,0,0,0,0,0,0,0,1,0,4,0,6,1,0,0,0,0,1,0,0,0,10,0,0,0,5,0,0,1,1,0,0,0,123.0
39263,25,51,0,2,0,0,1,0,1,1,15,70,5,40,0,29,37,19,7,0,0,0,36,0,25,174,0,0,0,0,0,0,20,19,0,0,0,1543.0
39311,5,7,0,15,0,0,5,0,5,0,5,35,0,0,0,10,14,20,20,0,0,0,40,0,25,124,0,0,0,0,0,0,0,0,0,0,0,986.0
39368,0,10,3,3,0,3,0,0,0,0,0,3,0,25,0,3,16,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,3,28,0,0,0,336.0
39648,0,4,0,2,0,4,0,0,0,1,6,2,0,0,4,14,12,0,0,0,0,2,2,0,8,34,0,0,0,6,0,0,4,4,0,1,0,332.0
39677,0,15,0,4,0,0,0,10,0,5,20,48,0,0,3,10,24,0,11,1,0,0,101,0,8,72,1,0,0,0,0,0,0,58,0,0,0,1275.0
39899,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,1,0,0,0,70.0
39911,0,10,0,40,0,14,0,0,0,0,0,2,0,4,15,29,27,0,3,0,0,13,30,0,1,41,0,0,0,0,0,0,5,17,0,0,0,909.0
40211,2,71,0,0,0,35,0,0,4,0,15,33,0,0,10,15,21,1,0,0,0,6,0,10,12,153,0,0,0,0,0,0,17,40,0,12,0,1117.0
40533,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,5,29,0,0,0,0,0,0,16,0,0,0,0,605.0
40554,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,26.0
40570,0,4,0,0,0,0,0,0,0,4,0,1,0,4,0,16,8,0,0,0,0,0,0,0,22,28,0,0,0,0,0,0,12,12,0,0,0,509.0
40704,0,4,0,2,0,4,0,0,0,0,0,6,0,0,2,0,6,0,0,2,2,2,0,2,0,27,0,0,0,2,0,0,2,6,0,0,0,301.0
40729,18,11,8,10,0,3,0,0,0,0,4,65,5,5,0,21,36,25,9,0,0,0,25,0,135,235,0,0,0,0,0,0,15,25,0,0,0,1886.0
40730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,12,0,0,0,472.0
40888,0,22,0,0,0,0,0,0,13,0,0,16,0,16,16,10,34,0,0,0,0,1,44,8,10,72,0,0,0,2,0,0,8,30,0,15,0,1300.0
40987,5,2,0,2,6,7,0,0,0,0,11,7,5,0,5,21,25,1,0,0,0,8,0,0,10,36,0,0,0,0,0,0,0,20,0,0,0,556.0
41719,0,9,2,0,0,6,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,2,0,4,0,20,0,0,0,0,0,0,6,6,0,0,0,317.0
42228,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.0
42316,0,12,0,2,0,0,0,1,0,0,1,10,0,0,16,32,1,0,1,0,0,0,30,2,9,53,1,0,0,10,0,0,1,16,0,0,0,1098.0
42582,1,10,5,1,0,15,0,0,0,0,1,20,0,8,20,11,5,0,0,0,0,28,0,0,0,114,0,0,0,5,0,0,10,57,0,5,0,1190.0
42682,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,1,2,0,0,0,122.0
42888,0,17,4,0,0,15,0,0,0,0,0,0,0,28,5,1,27,0,0,0,0,10,0,0,0,57,0,0,0,0,0,0,4,16,0,0,0,515.0
43196,0,0,3,6,3,0,0,0,0,0,0,9,0,3,3,0,8,0,0,0,0,0,0,0,0,34,0,0,0,0,3,86,0,4,0,0,0,765.0
43350,3,94,0,0,0,0,0,0,0,0,0,4,0,0,0,0,47,0,0,0,0,3,0,9,29,93,0,0,0,0,0,0,3,24,0,0,0,762.0
43410,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30.0
43920,3,44,0,0,0,15,0,0,0,2,3,10,0,0,15,21,26,3,0,0,0,17,8,13,23,177,0,0,0,10,0,0,20,84,0,5,0,1480.0
45876,7,94,0,0,3,34,0,0,5,0,5,39,0,20,25,29,14,0,0,0,0,5,5,0,0,98,0,0,0,7,0,0,0,57,0,0,0,1336.0
45919,11,7,0,0,1,10,0,0,0,0,5,35,0,37,0,10,19,0,0,0,0,6,1,0,19,99,0,0,0,0,0,0,8,22,0,0,5,1360.0
45947,0,6,0,4,0,6,2,0,0,2,6,63,5,38,0,4,29,10,52,0,0,3,14,0,39,115,0,0,0,0,0,0,10,79,0,0,0,1027.0
46080,8,18,9,24,4,10,0,0,2,0,0,9,0,33,16,22,18,0,0,0,3,7,0,0,3,58,0,0,0,0,0,3,26,25,0,0,0,1110.0
46129,0,14,0,0,0,16,0,0,0,4,8,12,0,28,0,16,34,0,0,0,0,8,0,0,8,81,0,0,0,0,0,0,8,24,0,0,0,805.0
46195,0,10,0,0,0,0,2,0,4,0,0,18,0,0,0,4,6,2,4,0,0,0,32,0,26,45,0,0,0,0,0,0,4,4,0,0,0,348.0
46207,0,36,0,0,0,0,0,0,3,0,3,71,0,0,3,6,27,3,6,0,0,0,68,28,24,121,0,0,0,0,8,0,1,10,0,0,1,950.0
46250,0,15,2,3,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,68,0,0,0,0,0,0,0,0,0,3,0,493.0
46619,4,20,0,0,0,4,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,8,0,0,4,46,0,0,0,0,0,0,4,65,0,20,0,584.0
46765,7,180,0,0,0,11,0,0,0,0,6,4,2,12,10,8,20,0,0,0,0,10,0,2,3,133,3,0,0,8,0,0,12,80,0,0,0,1325.0
47111,5,9,9,5,0,10,0,0,0,0,5,5,0,0,5,45,8,0,5,0,0,10,0,5,0,20,0,0,0,0,0,0,10,15,0,0,0,556.0
47129,0,38,1,7,15,0,0,0,0,0,0,25,0,6,4,25,21,1,0,0,0,0,5,0,12,84,0,0,0,0,0,0,14,86,0,0,0,1359.0
47217,4,33,0,0,10,33,0,0,4,0,4,14,0,73,0,30,28,1,0,0,0,14,6,0,0,63,0,0,0,0,0,0,17,82,0,0,0,1677.0
47307,1,1,2,0,0,0,0,0,1,0,0,3,0,1,2,3,4,1,0,0,0,3,0,0,2,10,0,0,0,0,0,0,1,1,0,0,0,149.0
47518,5,24,0,0,0,10,0,0,0,59,5,7,0,9,0,6,17,0,0,0,23,15,0,0,5,119,0,0,0,0,0,0,0,37,0,0,25,943.0
48039,5,244,0,5,0,5,0,0,0,0,0,5,0,6,5,20,12,0,5,0,0,10,0,114,20,220,0,0,0,0,1,0,10,14,0,10,0,1607.0
48287,4,17,2,4,0,12,0,0,4,12,0,4,4,57,12,21,5,0,0,0,0,14,8,0,4,46,0,0,0,0,0,0,9,10,0,0,0,787.0
48465,0,13,0,2,0,0,0,0,0,0,2,2,0,2,0,6,10,0,0,2,2,2,0,0,0,14,0,0,0,2,0,0,2,2,0,0,0,212.0
48732,1,17,0,0,0,0,0,0,0,0,0,0,0,0,9,19,15,0,0,0,0,0,16,21,1,81,0,0,0,0,0,0,9,14,0,0,0,692.0
48898,0,12,0,0,4,20,0,0,0,1,0,13,0,35,0,10,26,0,0,0,0,12,0,0,11,41,0,0,0,0,0,0,12,55,0,0,0,748.0
49071,0,12,6,0,0,0,0,0,5,383,15,4,0,25,0,10,77,0,0,0,5,0,0,0,0,278,0,0,0,5,0,0,5,18,0,5,253,2024.0
49196,6,26,0,0,0,1,6,5,2,0,5,99,0,2,0,9,53,75,1,0,0,0,33,0,81,233,0,0,0,0,0,0,3,0,0,0,0,1379.0
49600,0,20,0,0,0,0,0,0,0,0,5,65,0,0,0,10,0,0,0,0,0,0,101,0,0,50,0,0,0,0,0,0,5,84,0,0,0,1066.0
49615,0,20,0,0,0,4,0,0,0,0,0,12,0,58,0,16,26,0,0,0,0,0,0,0,10,20,0,0,0,0,0,4,0,8,0,0,0,1020.0
49648,2,90,0,0,2,0,0,0,0,0,0,20,0,0,5,28,17,0,0,0,0,6,7,56,20,257,0,0,0,0,0,0,15,47,0,0,0,1329.0
49728,4,22,0,1,0,0,0,0,8,16,0,1,0,16,0,6,16,0,0,0,12,11,0,0,36,72,0,0,0,0,0,0,10,6,0,0,0,1079.0
49754,0,12,8,0,0,0,0,0,0,6,0,9,0,65,4,30,62,0,0,4,4,0,6,0,8,93,0,8,0,20,0,0,11,19,0,0,0,1326.0
49826,6,5,0,0,0,5,0,0,5,0,2,10,0,30,5,5,15,0,0,0,0,10,0,2,0,22,0,0,0,0,0,0,5,50,0,0,0,550.0
49938,1,58,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,28,0,0,0,0,0,0,1,7,0,0,0,239.0
50104,1,151,0,0,0,0,0,0,0,0,0,0,4,0,14,11,8,0,0,0,0,6,0,11,8,102,0,0,0,2,0,0,5,21,0,4,0,881.0
50292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,40.0
50471,0,22,0,0,0,0,0,0,0,0,0,0,0,25,0,3,27,0,0,0,0,0,0,0,10,9,0,0,5,0,0,0,5,0,0,0,0,943.0
50493,0,0,0,16,0,0,0,0,0,4,0,8,0,0,0,12,0,0,0,4,4,0,8,0,4,20,0,0,0,11,0,0,0,4,0,0,0,304.0
50725,0,31,0,5,0,5,0,0,5,0,0,5,0,15,12,5,15,0,5,0,0,27,8,0,0,62,0,0,5,0,0,0,6,25,0,0,0,1282.0
50863,0,10,0,3,1,9,0,0,0,0,3,0,0,24,0,31,31,0,0,0,0,2,0,6,0,83,0,0,0,0,0,0,0,45,0,0,0,806.0
51143,4,0,0,0,2,4,0,0,0,1,4,8,0,21,0,0,8,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,31,0,0,0,498.0
51253,7,18,5,11,9,17,0,0,0,1,8,6,0,40,8,6,32,3,0,0,4,3,0,0,1,91,0,0,0,0,0,0,0,59,0,0,0,832.0
51434,0,15,0,5,0,5,0,0,0,3,0,24,0,5,0,21,10,0,0,0,0,3,0,0,5,56,0,0,0,0,0,0,5,45,0,0,0,726.0
51548,3,10,0,5,0,0,0,0,0,0,0,5,0,1,0,5,12,0,5,0,0,0,5,0,15,49,0,0,0,0,0,0,20,11,0,0,0,694.0
51644,0,5,0,0,9,8,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,42,0,2,0,0,0,0,0,25,0,0,0,599.0
52428,0,5,0,0,0,5,0,0,0,0,5,66,0,0,0,0,20,1,10,0,0,0,5,0,49,103,0,0,0,5,0,0,10,58,0,0,0,924.0
52485,8,123,0,0,0,0,0,0,5,5,0,20,0,0,0,11,12,5,0,0,0,0,0,56,5,201,0,0,0,0,0,0,10,68,0,0,0,953.0
52795,5,20,0,0,6,5,0,0,0,0,0,6,0,1,4,1,5,0,0,0,0,4,0,0,0,27,0,0,0,0,0,0,0,27,0,0,0,442.0
52827,4,23,0,0,0,8,4,0,0,0,4,40,0,0,0,4,30,0,0,0,0,12,88,42,6,149,0,0,0,0,0,0,0,53,0,0,0,793.0
52988,5,32,4,0,5,19,0,0,11,0,30,22,0,43,1,60,82,0,0,0,0,9,0,0,5,207,0,0,0,2,0,0,29,58,0,0,0,2512.0
53669,0,30,2,1,0,3,0,0,1,0,0,6,0,15,5,9,8,0,0,0,0,0,6,0,7,45,0,0,0,0,0,0,2,15,0,0,0,487.0
54187,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,10,0,0,0,0,5,0,5,0,0,0,0,153.0
54381,5,22,3,0,0,8,0,0,0,1,3,3,0,9,3,12,9,0,0,0,0,11,0,0,7,71,0,0,0,0,0,0,9,60,0,6,0,960.0
54441,0,4,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,1,0,0,0,9,0,0,0,1,0,0,2,1,0,0,0,94.0
54473,0,1,0,3,0,0,0,0,0,0,0,26,0,0,0,0,8,0,11,0,0,0,6,0,3,26,0,0,0,0,0,0,2,15,0,0,0,313.0
54476,0,46,8,0,0,0,0,0,0,0,8,23,0,1,5,2,33,0,0,0,0,1,0,75,40,217,0,0,0,5,3,1,5,43,0,5,0,1485.0
54480,0,33,8,0,0,25,0,0,0,0,11,6,0,0,23,5,17,0,0,0,0,22,0,2,0,158,0,0,0,0,0,0,37,22,0,6,0,1092.0
54507,4,25,2,0,0,0,0,0,4,0,4,8,0,0,0,0,17,0,0,0,0,0,0,46,9,101,0,0,0,0,2,0,0,31,0,0,0,719.0
54681,2,2,0,0,0,2,0,0,0,8,0,8,0,12,1,0,14,0,0,0,0,4,0,0,2,18,0,0,2,8,0,0,2,8,0,0,0,296.0
55067,12,39,10,9,10,21,0,0,2,0,13,34,0,61,11,20,25,0,0,5,5,17,5,4,0,148,0,0,0,0,0,0,15,81,0,0,0,1446.0
