,cik,list_broad_quantity_E,list_commodity_E,list_competition_E,list_consumer_E,list_elections_P,list_exchange_rate_E,list_financial_crisis_E,list_govt_enterprises_P,list_govt_spending_P,list_healthcare_E,list_inflation_E,list_interest_rates_E,list_invest_sentiment_E,list_ip_E,list_labor_disputes_E,list_labor_markets_E,list_litigation_E,list_monetary_P,list_other_financial_E,list_policy_agri_P,list_policy_food_P,list_policy_trade_P,list_real_estate_E,list_reg_energy_P,list_reg_finance_P,list_reg_generic_P,list_reg_housing_P,list_reg_immigration_P,list_reg_ip_P,list_reg_labor_P,list_reg_lawsuit_P,list_reg_other_P,list_security_P,list_taxes_P,list_trade_E,list_transport_P,list_welfare_P
172,38723,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,5,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0
173,38777,1,4,0,0,2,4,1,0,0,0,1,6,0,0,0,1,7,0,1,0,0,1,1,0,9,64,0,0,0,0,0,0,4,11,0,0,0
174,39263,5,11,0,2,0,0,1,0,0,0,3,14,1,8,0,7,8,4,3,0,0,0,13,0,5,44,0,0,0,0,0,0,4,15,0,0,0
175,39311,1,1,0,3,0,0,1,0,1,0,1,7,0,0,0,2,2,4,4,0,0,0,8,0,5,24,0,0,0,0,0,0,0,0,0,0,0
176,39368,0,4,1,1,0,1,0,0,0,0,0,3,0,9,0,1,6,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,13,0,0,0
177,39911,0,2,0,8,0,3,0,0,0,0,0,0,0,1,3,6,6,0,1,0,0,3,6,0,1,9,0,0,0,0,0,0,1,7,0,0,0
178,40211,1,9,0,0,0,7,0,0,1,0,3,9,0,0,2,3,4,1,0,0,0,2,0,2,3,32,0,0,0,0,0,0,4,7,0,2,0
179,40533,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,4,0,0,0,0
180,40570,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,4,2,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,3,4,0,0,0
181,40729,4,1,2,3,0,1,0,0,0,0,0,18,2,1,0,5,15,5,1,0,0,0,4,0,23,58,0,0,0,0,0,0,4,3,0,0,0
182,40888,0,5,0,0,0,0,0,0,4,0,0,4,0,4,4,2,5,0,0,0,0,1,11,2,4,18,0,0,0,1,0,0,2,8,0,2,0
183,40987,1,2,0,0,4,3,0,0,0,0,3,2,1,0,1,5,5,1,0,0,0,4,0,0,2,12,0,0,0,0,0,0,0,7,0,0,0
184,42316,0,2,0,2,0,0,0,1,0,0,1,7,0,0,4,8,1,0,1,0,0,0,30,0,0,18,1,0,0,2,0,0,0,9,0,0,0
185,42582,1,2,1,0,0,2,0,0,0,0,0,4,0,2,4,2,1,0,0,0,0,7,0,0,0,23,0,0,0,1,0,0,2,14,0,1,0
186,42888,0,5,0,0,0,3,0,0,0,0,0,0,0,6,1,1,6,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,1,5,0,0,0
187,43920,1,10,0,0,0,4,0,0,0,0,1,3,0,0,3,7,6,1,0,0,0,8,1,3,5,43,0,0,0,2,0,0,5,19,0,1,0
188,45876,1,16,0,0,1,7,0,0,1,0,1,6,0,4,5,6,3,0,0,0,0,1,1,0,0,22,0,0,0,1,0,0,0,11,0,0,0
189,45919,1,2,0,0,1,2,0,0,0,0,1,7,0,9,0,2,4,0,0,0,0,2,1,0,2,21,0,0,0,0,0,0,0,2,0,0,1
190,45947,0,0,0,1,0,1,0,0,0,0,1,13,1,8,0,1,6,2,11,0,0,1,2,0,7,25,0,0,0,0,0,0,2,17,0,0,0
191,46129,0,3,0,0,0,4,0,0,0,1,2,3,0,7,0,4,9,0,0,0,0,3,0,0,2,24,0,0,0,0,0,0,2,7,0,0,0
192,46250,0,5,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0
193,46619,1,5,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,11,0,0,0,0,0,0,1,14,0,5,0
194,46765,3,52,0,0,0,4,0,0,0,0,2,2,1,5,4,3,7,0,0,0,0,5,0,1,1,45,0,0,0,2,0,0,4,27,0,0,0
195,47111,1,2,1,1,0,2,0,0,0,0,1,1,0,0,1,10,1,0,1,0,0,2,0,1,0,4,0,0,0,0,0,0,2,3,0,0,0
196,47129,0,7,1,1,5,0,0,0,0,0,0,9,0,2,1,5,3,1,0,0,0,0,1,0,1,25,0,0,0,0,0,0,4,25,0,0,0
197,47217,1,8,0,0,4,9,0,0,1,0,1,4,0,11,0,8,7,1,0,0,0,9,0,0,0,18,0,0,0,0,0,0,4,19,0,0,0
198,47307,1,1,1,0,0,0,0,0,1,0,0,2,0,1,1,2,2,1,0,0,0,3,0,0,2,6,0,0,0,0,0,0,1,1,0,0,0
199,47518,1,5,0,0,0,2,0,0,0,12,1,6,0,3,0,1,4,0,0,0,5,6,0,0,1,32,0,0,0,0,0,0,0,11,0,0,5
200,48039,1,50,0,1,0,1,0,0,0,0,0,1,0,6,1,4,3,0,1,0,0,2,0,28,4,53,0,0,0,0,0,0,2,4,0,2,0
201,48287,0,3,0,1,0,3,0,0,1,3,0,1,1,17,3,4,2,0,0,0,0,8,2,0,1,9,0,0,0,0,0,0,3,2,0,0,0
202,48465,0,7,0,1,0,0,0,0,0,0,1,1,0,1,0,3,5,0,0,1,1,1,0,0,0,7,0,0,0,1,0,0,1,1,0,0,0
203,48898,0,4,0,0,4,4,0,0,0,0,0,4,0,7,0,2,6,0,0,0,0,10,0,0,2,16,0,0,0,0,0,0,4,15,0,0,0
204,49071,0,2,1,0,0,0,0,0,1,72,3,0,0,5,0,2,16,0,0,0,1,0,0,0,0,53,0,0,0,1,0,0,1,3,0,1,51
205,49196,2,6,0,0,0,0,4,1,1,0,1,25,0,1,0,2,13,18,0,0,0,0,7,0,16,71,0,0,0,0,0,0,1,0,0,0,0
206,49600,0,4,0,0,0,0,0,0,0,0,1,13,0,0,0,2,0,0,0,0,0,0,19,0,0,12,0,0,0,0,0,0,1,20,0,0,0
207,49648,1,22,0,0,0,0,0,0,0,0,0,8,0,0,1,5,4,0,0,0,0,1,1,11,4,66,0,0,0,0,0,0,3,9,0,0,0
208,49728,1,5,0,0,0,0,0,0,2,4,0,0,0,4,0,1,3,0,0,0,3,6,0,0,4,18,0,0,0,0,0,0,2,1,0,0,0
209,49754,0,3,2,0,0,0,0,0,0,1,0,3,0,16,1,6,16,0,0,1,1,0,1,0,2,24,0,2,0,4,0,0,3,3,0,0,0
210,49826,1,1,0,0,0,1,0,0,1,0,2,2,0,6,1,1,3,0,0,0,0,6,0,1,0,8,0,0,0,0,0,0,1,11,0,0,0
211,50292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
212,50471,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0
213,50493,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,1,0,2,0,1,5,0,0,0,3,0,0,0,1,0,0,0
214,50725,0,9,0,1,0,1,0,0,1,0,0,1,0,3,3,1,3,0,1,0,0,10,3,0,0,14,0,0,1,0,0,0,1,5,0,0,0
215,51143,1,0,0,0,2,1,0,0,0,1,1,2,0,5,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10,0,0,0
216,51253,2,7,2,3,5,6,0,0,0,1,4,2,0,14,3,2,11,1,0,0,2,1,0,0,0,38,0,0,0,0,0,0,0,23,0,0,0
217,51434,0,3,0,1,0,1,0,0,0,0,0,4,0,1,0,5,2,0,0,0,0,2,0,0,1,15,0,0,0,0,0,0,1,13,0,0,0
218,51548,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,4,0,1,0,0,0,1,0,3,11,0,0,0,0,0,0,3,3,0,0,0
219,51644,0,1,0,0,3,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0
220,52428,0,1,0,0,0,1,0,0,0,0,1,14,0,0,0,0,4,1,2,0,0,0,1,0,12,21,0,0,0,2,0,0,2,13,0,0,0
221,52485,1,18,0,0,0,0,0,0,1,1,0,5,0,0,0,2,2,1,0,0,0,0,0,8,1,29,0,0,0,0,0,0,2,12,0,0,0
222,52795,1,4,0,0,2,1,0,0,0,0,0,2,0,1,1,1,3,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0
223,52827,1,6,0,0,0,2,1,0,0,0,1,9,0,0,0,1,4,0,0,0,0,4,22,10,1,37,0,0,0,0,0,0,0,13,0,0,0
224,52988,1,6,0,0,1,4,0,0,3,0,6,4,0,8,1,15,17,0,0,0,0,4,0,0,1,46,0,0,0,1,0,0,6,12,0,0,0
225,54187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0
226,54381,2,11,1,0,0,3,0,0,0,0,1,1,0,4,1,6,3,0,0,0,0,8,0,0,1,27,0,0,0,0,0,0,3,24,0,3,0
227,54476,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,5,0,0,0,0,1,0,4,2,33,0,0,0,1,0,0,1,16,0,1,0
228,54480,0,6,0,0,0,5,0,0,0,0,1,1,0,0,4,1,3,0,0,0,0,4,0,0,0,30,0,0,0,0,0,0,7,4,0,0,0
229,55067,3,11,2,2,6,5,0,0,2,0,3,8,0,14,2,5,5,0,0,1,1,5,1,1,0,36,0,0,0,0,0,0,3,15,0,0,0
230,55135,0,5,5,0,0,5,0,0,0,2,1,0,0,5,0,20,12,0,0,0,0,0,0,0,2,24,0,0,0,3,0,0,0,14,0,0,0
231,55387,0,22,0,0,0,2,0,0,0,1,6,4,0,0,1,4,3,0,0,0,0,3,0,10,0,41,0,0,0,0,0,0,5,13,0,1,0
232,55529,1,1,0,0,0,1,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,10,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0
233,55772,0,7,0,1,0,2,0,0,1,4,0,0,0,12,0,3,2,0,0,0,0,9,1,0,0,19,0,0,0,0,0,0,1,14,0,0,0
234,55785,1,5,1,1,1,2,0,0,0,0,0,0,0,4,1,1,3,0,0,0,0,1,0,0,1,12,0,0,0,0,0,0,1,6,0,0,0
235,56047,1,26,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,8,0,5,0,13,0,0,0,0,1,0,2,4,0,0,0
236,56679,0,8,0,0,3,4,0,0,0,0,0,4,1,4,0,10,4,1,0,0,0,2,0,0,1,20,0,0,1,1,0,0,1,22,0,0,0
237,56873,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,4,2,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,2,1,0,0,0
238,56978,0,8,0,0,0,2,0,0,0,0,0,4,0,13,1,4,4,2,0,0,0,6,0,0,2,14,0,0,0,0,0,0,2,27,0,0,0
239,57131,0,6,0,6,0,0,0,0,0,0,0,1,0,0,1,2,3,0,1,0,0,7,1,0,1,12,0,0,0,0,0,0,0,2,0,0,0
240,57515,0,9,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0
241,57725,1,5,3,0,0,0,0,0,0,42,1,8,0,33,1,2,16,0,0,0,27,0,0,0,0,50,0,0,0,1,0,0,1,1,0,0,10
242,58361,0,3,0,0,0,1,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
243,58492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244,59255,0,8,0,0,0,2,0,0,0,0,0,1,0,18,0,0,5,0,0,0,0,1,5,0,0,6,0,0,0,0,0,0,0,2,0,0,0
245,59478,0,7,0,0,1,1,0,0,0,0,0,0,0,28,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,0,0,0
246,59527,0,6,0,0,0,2,0,0,1,0,2,2,0,6,2,2,5,0,0,0,0,2,0,0,1,12,0,0,0,0,0,0,3,6,0,0,0
247,59558,1,10,1,1,0,2,0,0,0,0,1,27,2,9,0,2,4,3,12,0,0,0,8,0,15,59,0,0,0,2,1,0,3,27,0,0,0
248,59860,0,8,0,0,0,1,0,0,0,0,51,1,0,0,0,1,2,0,0,0,0,0,0,2,5,22,1,0,0,1,0,1,0,5,0,1,0
249,60086,0,50,0,0,5,3,0,0,0,0,5,10,0,1,1,5,7,1,2,0,0,4,8,24,6,61,0,0,0,3,0,0,10,21,0,0,0
250,60519,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0
251,60714,0,39,0,0,0,1,0,0,0,0,1,8,0,0,0,3,6,0,0,2,0,3,0,14,2,47,0,0,0,2,0,0,6,4,0,0,0
252,60977,1,6,1,2,0,2,0,0,0,0,0,2,0,4,0,8,2,0,0,0,0,4,0,0,1,11,0,0,0,1,0,0,0,13,0,0,0
253,61339,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,3,2,0,0,0,0,0,0,2,0,30,0,0,0,0,0,0,1,5,0,0,0
254,61398,0,81,0,0,0,4,1,0,0,0,0,1,0,0,3,1,6,0,0,0,0,2,0,4,2,56,0,0,0,0,0,0,4,26,0,0,0
255,61986,1,4,0,0,0,4,0,0,0,1,1,0,0,6,3,5,4,0,0,0,0,5,0,0,0,24,0,0,0,0,0,0,2,4,0,0,0
256,62234,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0
257,62709,1,3,4,0,6,10,0,0,0,1,0,5,0,0,0,5,5,0,0,0,0,1,1,0,3,58,0,0,0,1,0,0,2,18,0,0,0
258,62996,0,3,0,1,0,4,0,0,0,0,0,1,0,11,0,3,7,0,0,0,0,7,4,0,0,11,0,0,0,0,0,0,0,4,0,0,0
259,63276,0,10,0,5,1,6,0,0,0,0,0,8,0,10,4,4,8,0,0,0,0,6,1,0,0,29,0,0,0,0,0,0,5,11,0,0,0
260,63296,0,0,0,1,0,3,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,2,0,0,5,22,0,0,0,0,0,0,0,5,0,0,0
261,63754,0,3,0,1,4,1,0,0,1,0,0,14,0,5,0,1,9,0,0,0,0,3,0,0,1,10,0,0,0,0,0,0,0,11,0,0,0
262,63908,0,1,0,2,0,2,0,0,0,1,2,1,0,10,0,6,10,0,0,0,0,1,0,0,1,20,0,0,0,1,0,0,0,7,0,0,0
263,64040,0,10,2,0,9,1,0,0,0,1,1,3,0,8,0,1,11,0,1,0,0,2,0,0,2,60,0,1,0,0,0,0,2,4,0,0,0
264,64996,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,1,12,1,1,0,0,0,0,0,3,44,0,0,0,1,0,0,1,18,0,0,0
265,65011,0,3,0,0,1,0,0,0,0,0,1,13,0,1,0,1,7,2,0,0,0,0,0,0,1,15,0,0,0,0,0,4,1,8,0,0,0
266,65270,1,2,0,3,1,2,0,0,0,0,1,3,0,9,2,1,4,0,0,0,0,8,0,0,2,9,0,0,0,0,0,0,5,11,0,0,0
267,65312,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,10,0,0,0,0,1,0,0,4,11,0,0,0,0,0,0,1,2,0,0,1
268,65596,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,13,30,0,0,0,5,0,0,1,2,0,0,0
269,65759,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,1,0,3,0
270,66004,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,1,1,25,0,0,0,0,0,0,1,0,0,0,0
271,66382,0,6,0,3,2,1,0,0,0,1,1,1,0,2,0,6,1,1,1,0,0,10,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0
272,66418,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,8,0,0,0
273,66570,0,5,0,0,0,4,0,0,1,0,0,4,0,7,0,3,2,0,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,10,0,0,0
274,66600,1,11,0,0,0,0,0,0,0,0,7,0,0,0,1,2,0,0,0,0,0,0,0,2,7,21,6,0,0,1,0,1,1,1,0,0,0
275,66740,1,3,1,0,0,1,0,0,1,0,1,2,0,2,0,1,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
276,66756,1,11,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,3,3,2,36,0,0,0,0,0,0,8,12,0,0,0
277,67215,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,4,8,0,0,0,0,0,0,0,0,14,0,0,0,7,1,0,0,15,0,0,0
278,67347,0,5,0,0,1,1,0,0,0,0,0,5,0,6,0,2,3,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,1,14,0,0,0
279,67625,0,2,0,1,0,0,0,0,0,0,0,14,0,0,0,2,5,1,1,0,0,0,26,0,2,6,0,0,0,0,0,0,5,36,0,0,0
280,67716,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,1,0,0,0
281,67887,1,3,0,0,2,0,0,0,0,0,0,1,0,5,0,0,3,1,0,0,0,8,0,0,0,15,0,0,0,0,0,0,6,4,0,0,0
282,68505,3,3,1,0,3,2,0,0,1,0,4,7,0,29,0,5,14,0,0,0,0,4,0,0,2,36,0,0,0,0,0,0,3,19,0,0,0
283,68622,0,7,0,1,0,0,0,0,1,0,0,3,0,10,2,5,17,0,0,0,0,0,0,0,3,61,0,0,0,0,0,10,3,12,0,0,0
284,68709,0,5,0,0,0,1,0,0,0,0,0,7,0,10,0,1,9,0,0,0,0,4,0,0,1,18,0,0,1,0,0,0,1,3,0,0,0
285,69422,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,1,4,0,0,10,0,0,0,1,0,0,5,8,0,0,0
286,69488,0,1,1,0,0,1,0,0,0,0,1,0,0,8,1,1,5,0,0,0,0,2,0,2,1,19,0,0,0,0,0,0,1,3,0,0,0
287,69633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
288,69733,0,15,2,2,0,0,0,0,0,6,1,2,0,17,3,27,9,0,0,0,2,1,3,0,0,35,0,0,1,14,0,0,2,13,0,0,0
289,69891,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
290,70145,1,44,0,0,0,0,0,0,0,0,1,8,0,0,0,0,5,0,2,0,0,1,0,6,6,35,0,0,0,0,0,0,1,4,0,0,0
291,70318,0,2,1,2,0,0,0,0,1,63,0,0,0,1,1,7,4,0,0,0,0,0,0,0,1,22,0,0,0,1,0,0,0,9,0,0,21
292,70487,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,2,6,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0
293,70858,3,8,3,4,0,1,1,2,4,1,2,24,0,0,0,5,17,18,17,0,0,3,19,0,20,72,1,0,0,1,0,0,4,8,0,0,0
294,71180,3,33,0,1,0,4,0,0,0,0,4,3,0,0,1,1,5,0,0,0,0,7,4,20,4,57,0,0,0,1,0,0,4,9,0,0,0
295,71691,0,5,0,0,1,1,0,0,0,0,0,2,0,16,2,4,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0
296,71829,1,30,0,0,0,1,0,0,0,0,0,0,0,15,0,3,2,0,0,0,0,2,0,4,1,22,0,0,0,0,0,0,1,14,0,0,0
297,72162,0,8,0,0,0,0,0,0,0,0,0,1,0,8,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
298,72207,3,109,5,0,1,1,1,0,0,0,3,1,0,0,0,0,6,1,0,0,0,5,0,11,3,63,0,0,0,0,0,0,9,16,0,0,0
299,72331,0,4,0,0,3,9,0,0,0,0,0,6,0,9,0,1,5,1,0,0,0,7,0,0,1,7,0,0,1,0,0,0,1,8,0,0,0
300,72333,0,3,0,4,0,0,0,0,0,0,0,2,0,0,0,6,5,0,1,0,0,3,3,0,2,14,0,0,0,0,0,0,1,3,0,0,0
301,72444,0,4,0,0,0,0,0,0,3,109,1,0,0,148,2,10,31,0,0,0,69,1,0,0,10,162,0,0,7,0,1,0,3,11,0,0,6
302,72573,2,4,2,8,5,9,0,0,0,0,2,0,0,9,1,3,3,0,1,0,0,10,0,0,0,20,0,0,0,0,0,0,2,14,0,0,0
303,72903,0,28,0,0,0,0,0,0,0,0,1,6,0,0,0,3,2,0,0,0,0,1,0,3,1,33,0,0,0,1,0,0,2,7,0,0,0
304,72909,0,28,0,0,0,0,0,0,0,0,1,6,0,0,0,3,2,0,0,0,0,1,0,3,1,32,0,0,0,1,0,0,2,8,0,0,0
305,73088,0,27,0,0,0,0,0,0,0,0,0,3,0,0,1,0,6,0,0,0,0,2,0,9,0,35,0,0,0,0,0,0,1,3,0,1,0
306,73124,3,6,0,1,5,2,2,0,1,0,0,20,0,0,0,0,3,15,0,0,0,0,1,0,12,80,0,0,0,0,0,0,4,10,0,0,0
307,73290,0,3,0,0,0,1,0,0,0,19,1,0,0,10,0,4,5,0,0,0,6,2,0,0,0,26,0,0,0,0,0,0,2,2,0,0,1
308,73887,0,43,1,0,6,6,0,0,0,0,0,1,0,0,4,4,4,0,0,0,0,1,0,0,1,42,0,0,0,1,0,0,3,15,0,1,0
309,74046,0,4,1,0,0,0,0,0,0,0,0,0,0,15,0,1,5,0,0,0,1,3,0,1,3,30,0,0,1,0,0,1,0,3,0,0,0
310,74145,2,10,0,0,0,0,0,0,0,0,0,4,0,0,0,5,1,0,0,0,0,0,0,5,4,41,0,0,0,0,0,0,1,2,0,0,0
311,74208,2,3,0,1,0,0,1,4,0,0,2,19,0,0,0,3,0,0,1,0,0,0,30,0,5,20,0,0,0,0,0,0,2,55,0,0,0
312,74303,0,6,0,0,0,0,0,0,0,0,0,4,0,1,0,4,3,0,0,0,0,2,0,1,0,26,0,0,0,0,0,0,0,1,0,0,0
313,75208,0,38,0,0,0,0,0,0,0,0,0,3,0,0,3,16,9,0,0,0,0,12,0,6,2,30,0,0,0,1,0,0,10,15,0,1,0
314,75252,2,4,0,0,5,0,0,0,1,25,1,5,0,0,2,1,5,0,0,0,2,2,0,0,1,35,0,0,0,0,0,0,1,18,0,0,5
315,75340,1,4,0,3,0,4,0,0,1,0,1,3,0,1,1,1,2,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,3,1,0,0,0
316,75362,0,4,0,0,3,2,0,0,0,0,0,3,0,1,1,1,3,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,1,3,0,0,0
317,76063,0,49,0,0,0,0,0,0,0,2,2,1,0,2,3,1,4,0,0,0,0,7,0,49,2,54,0,0,0,0,0,0,3,17,0,1,0
318,76267,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
319,76282,1,6,0,0,1,1,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,2,0,1,1,16,0,0,0,0,0,0,0,6,0,0,0
320,76321,1,44,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,0,0,0,0,0,0,2,2,30,0,0,0,0,0,0,9,6,0,0,0
321,76334,1,3,2,0,0,3,0,0,2,2,1,4,0,8,1,0,3,2,0,0,0,3,0,1,0,18,0,0,0,0,0,0,0,8,0,0,0
322,77159,0,114,6,0,0,0,0,0,0,0,0,1,0,0,0,3,9,0,0,0,0,0,0,13,15,46,0,0,0,0,0,1,1,14,0,0,0
323,77281,0,10,0,8,0,0,0,0,0,0,4,18,0,0,0,7,1,0,6,0,0,0,34,0,2,10,0,0,0,1,0,0,3,43,0,0,0
324,77360,0,3,0,0,4,3,0,0,0,0,4,2,0,13,1,4,10,0,0,0,0,6,1,2,1,27,0,0,0,0,0,0,2,29,0,0,0
325,77476,2,30,2,1,1,5,0,0,1,0,1,2,0,12,3,13,18,0,0,0,0,7,0,1,0,48,0,0,0,0,0,0,4,36,0,0,0
326,77543,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,4,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0
327,77877,0,81,0,0,0,0,0,0,0,0,0,6,0,0,0,1,7,0,0,0,0,0,0,2,8,39,0,0,0,0,0,0,0,5,0,0,0
328,78239,0,4,1,2,4,9,0,0,0,0,0,2,0,9,0,4,1,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,3,16,0,0,0
329,78749,1,4,0,0,0,0,0,0,0,0,0,1,0,6,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0
330,78814,0,1,0,0,4,2,0,0,0,0,0,0,1,8,0,0,3,0,0,0,0,6,0,0,0,17,0,0,1,0,0,0,0,2,0,0,0
331,78890,0,5,0,0,0,2,0,0,0,1,5,2,0,1,1,0,4,0,0,0,0,0,0,1,1,21,0,0,0,0,0,0,1,16,0,1,0
332,79282,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,4,6,0,0,0,0,2,0,0,5,27,0,0,0,0,2,0,1,4,0,0,0
333,79661,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,1,4,0,0,10,0,0,0,1,0,0,5,8,0,0,0
334,79879,1,5,3,0,0,5,0,0,0,0,1,1,0,2,0,2,10,0,0,0,0,1,0,0,5,13,0,0,0,0,0,0,1,9,0,0,0
335,80035,1,2,0,1,1,1,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,1,12,0,0,0
336,80172,0,1,0,2,0,1,0,0,1,0,0,0,0,2,2,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0
337,80420,0,9,0,0,0,2,0,0,0,0,1,0,0,1,0,5,5,0,0,0,0,4,0,0,2,15,0,0,0,0,0,0,2,7,0,0,0
338,80424,0,0,1,1,1,2,0,0,0,1,0,0,0,3,1,1,3,0,0,0,0,4,0,0,8,13,0,0,0,0,0,0,1,17,0,0,0
339,80661,0,9,0,1,0,0,0,0,0,1,3,3,0,7,0,3,13,0,0,0,0,0,1,0,2,31,0,0,0,0,0,0,0,8,0,0,2
340,81018,0,28,0,0,0,0,0,0,0,0,1,6,0,0,0,3,2,0,0,0,0,1,0,3,1,30,0,0,0,1,0,0,2,8,0,0,0
341,81100,0,19,0,0,0,0,0,0,0,0,0,5,0,0,1,5,2,0,0,0,0,0,3,5,1,20,0,0,0,0,0,0,3,10,0,0,0
342,82166,0,10,0,0,0,1,0,0,3,0,0,0,0,9,0,0,4,0,0,0,0,1,0,0,1,6,0,0,1,0,0,0,2,1,0,0,0
343,82811,0,5,0,1,2,2,0,0,0,0,0,7,0,11,0,5,5,0,0,0,0,3,0,0,0,14,0,0,0,0,0,1,2,9,0,0,0
